County,year,month,Active.Ingredient.new,total,ym
MARICOPA,1995,5,METHOMYL,13.243125,5/1/1995
MARICOPA,1995,5,METHYL PARATHION,38.74299,5/1/1995
MARICOPA,1995,5,PERMETHRIN,19.82197,5/1/1995
MARICOPA,1995,5,PYRETHRINS,4.96145,5/1/1995
MARICOPA,1995,6,ACEPHATE,24.7975,6/1/1995
MARICOPA,1995,6,ALDICARB,351.534125,6/1/1995
MARICOPA,1995,6,AZINPHOS-METHYL,2.07454,6/1/1995
MARICOPA,1995,6,CHLORPYRIFOS,645.01437,6/1/1995
MARICOPA,1995,6,DIAZINON,1.3900625,6/1/1995
MARICOPA,1995,6,DIMETHOATE,7.354685,6/1/1995
MARICOPA,1995,6,DISULFOTON,0.49925,6/1/1995
MARICOPA,1995,6,ESFENVALERATE,48.2521,6/1/1995
MARICOPA,1995,6,FENPROPATHRIN,0.683865,6/1/1995
MARICOPA,1995,6,LAMBDA-CYHALOTHRIN,1.04429,6/1/1995
MARICOPA,1995,6,MALATHION,67.805075,6/1/1995
MARICOPA,1995,6,METHOMYL,34.755625,6/1/1995
MARICOPA,1995,6,METHYL PARATHION,35.638265,6/1/1995
MARICOPA,1995,6,OXAMYL,13.520455,6/1/1995
MARICOPA,1995,6,PERMETHRIN,35.43176,6/1/1995
MARICOPA,1995,6,PHORATE,14,6/1/1995
MARICOPA,1995,6,PROFENOFOS,4.21642,6/1/1995
MARICOPA,1995,6,PYRETHRINS,16.452215,6/1/1995
MARICOPA,1995,6,ZETA-CYPERMETHRIN,0.18486,6/1/1995
MARICOPA,1995,7,ACEPHATE,722.5475625,7/1/1995
MARICOPA,1995,7,ALDICARB,124.61475,7/1/1995
MARICOPA,1995,7,AZINPHOS-METHYL,2.11783,7/1/1995
MARICOPA,1995,7,BIFENTHRIN,77.51003,7/1/1995
MARICOPA,1995,7,CARBARYL,394.760625,7/1/1995
MARICOPA,1995,7,CHLORPYRIFOS,608.205845,7/1/1995
MARICOPA,1995,7,CYFLUTHRIN,0.158145,7/1/1995
MARICOPA,1995,7,CYPERMETHRIN,0.86931,7/1/1995
MARICOPA,1995,7,DIAZINON,0.26,7/1/1995
MARICOPA,1995,7,DIMETHOATE,1.578525,7/1/1995
MARICOPA,1995,7,ESFENVALERATE,24.632595,7/1/1995
MARICOPA,1995,7,FENPROPATHRIN,522.80774,7/1/1995
MARICOPA,1995,7,LAMBDA-CYHALOTHRIN,94.42602,7/1/1995
MARICOPA,1995,7,MALATHION,42.313115,7/1/1995
MARICOPA,1995,7,METHAMIDOPHOS,16.12182,7/1/1995
MARICOPA,1995,7,METHIDATHION,84.38781,7/1/1995
MARICOPA,1995,7,METHOMYL,28.9404225,7/1/1995
MARICOPA,1995,7,METHYL PARATHION,8.732685,7/1/1995
MARICOPA,1995,7,OXAMYL,68.755505,7/1/1995
MARICOPA,1995,7,OXYDEMETON-METHYL,12.18672,7/1/1995
MARICOPA,1995,7,PERMETHRIN,4.63144,7/1/1995
MARICOPA,1995,7,PROFENOFOS,55.759795,7/1/1995
MARICOPA,1995,7,PYRETHRINS,0.9893,7/1/1995
MARICOPA,1995,7,THIODICARB,12.205245,7/1/1995
MARICOPA,1995,7,TRALOMETHRIN,2.16879,7/1/1995
MARICOPA,1995,7,ZETA-CYPERMETHRIN,42.622515,7/1/1995
MARICOPA,1995,8,ACEPHATE,750.028875,8/1/1995
MARICOPA,1995,8,AZINPHOS-METHYL,1.8824,8/1/1995
MARICOPA,1995,8,BIFENTHRIN,173.55806,8/1/1995
MARICOPA,1995,8,CARBARYL,72.84025,8/1/1995
MARICOPA,1995,8,CHLORPYRIFOS,2041.255238,8/1/1995
MARICOPA,1995,8,CYPERMETHRIN,2.19674,8/1/1995
MARICOPA,1995,8,DIMETHOATE,4.68312,8/1/1995
MARICOPA,1995,8,ESFENVALERATE,18.868395,8/1/1995
MARICOPA,1995,8,FENPROPATHRIN,649.133615,8/1/1995
MARICOPA,1995,8,LAMBDA-CYHALOTHRIN,182.381355,8/1/1995
MARICOPA,1995,8,MALATHION,91.87217,8/1/1995
MARICOPA,1995,8,METHAMIDOPHOS,30.1873,8/1/1995
MARICOPA,1995,8,METHIDATHION,126.592115,8/1/1995
MARICOPA,1995,8,METHOMYL,240.08669,8/1/1995
MARICOPA,1995,8,METHYL PARATHION,141.404445,8/1/1995
MARICOPA,1995,8,OXAMYL,168.991485,8/1/1995
MARICOPA,1995,8,OXYDEMETON-METHYL,3.47633,8/1/1995
MARICOPA,1995,8,PARATHION,20.917325,8/1/1995
MARICOPA,1995,8,PERMETHRIN,1.618395,8/1/1995
MARICOPA,1995,8,"PHOSPHORODITHIOIC ACID, O-ETHYL O-(4-(METHYLTHIO)PHENYL) S-PROPYL ESTER",8.807695,8/1/1995
MARICOPA,1995,8,PROFENOFOS,224.81043,8/1/1995
MARICOPA,1995,8,PYRETHRINS,2.56646,8/1/1995
MARICOPA,1995,8,THIODICARB,12.322635,8/1/1995
MARICOPA,1995,8,TRALOMETHRIN,15.9861,8/1/1995
MARICOPA,1995,8,TRIBUFOS,8.641165,8/1/1995
MARICOPA,1995,8,ZETA-CYPERMETHRIN,69.263415,8/1/1995
MARICOPA,1995,9,ACEPHATE,126.22275,9/1/1995
MARICOPA,1995,9,AZINPHOS-METHYL,7.34162,9/1/1995
MARICOPA,1995,9,BIFENTHRIN,12.32361,9/1/1995
MARICOPA,1995,9,CARBARYL,90,9/1/1995
MARICOPA,1995,9,CHLORPYRIFOS,1768.833195,9/1/1995
MARICOPA,1995,9,CYPERMETHRIN,1.59926,9/1/1995
MARICOPA,1995,9,DIAZINON,34.09253,9/1/1995
MARICOPA,1995,9,DIMETHOATE,2.6,9/1/1995
MARICOPA,1995,9,ESFENVALERATE,61.00094,9/1/1995
MARICOPA,1995,9,ETHEPHON,1.664,9/1/1995
MARICOPA,1995,9,FENPROPATHRIN,78.148525,9/1/1995
MARICOPA,1995,9,LAMBDA-CYHALOTHRIN,32.845605,9/1/1995
MARICOPA,1995,9,MALATHION,74.11547,9/1/1995
MARICOPA,1995,9,METHAMIDOPHOS,8.497125,9/1/1995
MARICOPA,1995,9,METHIDATHION,80.712125,9/1/1995
MARICOPA,1995,9,METHOMYL,612.38417,9/1/1995
MARICOPA,1995,9,METHYL PARATHION,113.853545,9/1/1995
MARICOPA,1995,9,OXAMYL,113.46192,9/1/1995
MARICOPA,1995,9,OXYDEMETON-METHYL,4.63112,9/1/1995
MARICOPA,1995,9,PARATHION,2.00213,9/1/1995
MARICOPA,1995,9,PERMETHRIN,13.240425,9/1/1995
MARICOPA,1995,9,"PHOSPHORODITHIOIC ACID, O-ETHYL O-(4-(METHYLTHIO)PHENYL) S-PROPYL ESTER",16.894475,9/1/1995
MARICOPA,1995,9,PROFENOFOS,245.818235,9/1/1995
MARICOPA,1995,9,PYRETHRINS,19.42343,9/1/1995
MARICOPA,1995,9,THIODICARB,3.30356,9/1/1995
MARICOPA,1995,9,TRALOMETHRIN,3.73139,9/1/1995
MARICOPA,1995,9,TRIBUFOS,171.174965,9/1/1995
MARICOPA,1995,9,ZETA-CYPERMETHRIN,17.000165,9/1/1995
MARICOPA,1995,10,ACEPHATE,2.12975,10/1/1995
MARICOPA,1995,10,BIFENTHRIN,0.74282,10/1/1995
MARICOPA,1995,10,CARBARYL,31.81711,10/1/1995
MARICOPA,1995,10,CHLORPYRIFOS,48.13695,10/1/1995
MARICOPA,1995,10,DIAZINON,25.5579825,10/1/1995
MARICOPA,1995,10,DISULFOTON,0.480025,10/1/1995
MARICOPA,1995,10,ESFENVALERATE,34.08665,10/1/1995
MARICOPA,1995,10,ETHEPHON,8.64682,10/1/1995
MARICOPA,1995,10,FENPROPATHRIN,0.832,10/1/1995
MARICOPA,1995,10,LAMBDA-CYHALOTHRIN,2.610075,10/1/1995
MARICOPA,1995,10,MALATHION,1.9838,10/1/1995
MARICOPA,1995,10,METHAMIDOPHOS,19.96956,10/1/1995
MARICOPA,1995,10,METHOMYL,44.0688475,10/1/1995
MARICOPA,1995,10,METHYL PARATHION,53.384955,10/1/1995
MARICOPA,1995,10,OXAMYL,0.79846,10/1/1995
MARICOPA,1995,10,PERMETHRIN,32.2296025,10/1/1995
MARICOPA,1995,10,PROFENOFOS,1.63969,10/1/1995
MARICOPA,1995,10,PYRETHRINS,46.072715,10/1/1995
MARICOPA,1995,10,THIODICARB,21.14348,10/1/1995
MARICOPA,1995,10,TRALOMETHRIN,0.220545,10/1/1995
MARICOPA,1995,10,TRIBUFOS,251.19341,10/1/1995
MARICOPA,1995,10,ZETA-CYPERMETHRIN,0.159705,10/1/1995
MARICOPA,1995,11,CARBARYL,6.951295,11/1/1995
MARICOPA,1995,11,CHLORPYRIFOS,2.08,11/1/1995
MARICOPA,1995,11,DIAZINON,6.6535,11/1/1995
MARICOPA,1995,11,DIMETHOATE,0.790855,11/1/1995
MARICOPA,1995,11,ESFENVALERATE,6.98373,11/1/1995
MARICOPA,1995,11,ETHEPHON,8.9843,11/1/1995
MARICOPA,1995,11,LAMBDA-CYHALOTHRIN,1.334905,11/1/1995
MARICOPA,1995,11,METHOMYL,7.965665,11/1/1995
MARICOPA,1995,11,METHYL PARATHION,1.04,11/1/1995
MARICOPA,1995,11,PERMETHRIN,9.08588,11/1/1995
MARICOPA,1995,11,PYRETHRINS,20.25413,11/1/1995
MARICOPA,1995,11,THIODICARB,4.8421875,11/1/1995
MARICOPA,1995,11,TRIBUFOS,57.72065,11/1/1995
MARICOPA,1995,12,CARBARYL,8.05584,12/1/1995
MARICOPA,1995,12,DIAZINON,4.616985,12/1/1995
MARICOPA,1995,12,DIMETHOATE,0.4875,12/1/1995
MARICOPA,1995,12,ESFENVALERATE,2.35703,12/1/1995
MARICOPA,1995,12,LAMBDA-CYHALOTHRIN,0.501735,12/1/1995
MARICOPA,1995,12,METHOMYL,1.01465,12/1/1995
MARICOPA,1995,12,PERMETHRIN,5.9875575,12/1/1995
MARICOPA,1995,12,"PHOSPHORODITHIOIC ACID, O-ETHYL O-(4-(METHYLTHIO)PHENYL) S-PROPYL ESTER",0.77038,12/1/1995
MARICOPA,1995,12,PYRETHRINS,5.130775,12/1/1995
MARICOPA,1995,12,THIODICARB,1.13225,12/1/1995
MARICOPA,1996,1,BENSULIDE,4.1899,1/1/1996
MARICOPA,1996,1,BIFENTHRIN,0.38402,1/1/1996
MARICOPA,1996,1,CARBARYL,1.91269,1/1/1996
MARICOPA,1996,1,DIAZINON,2.37926,1/1/1996
MARICOPA,1996,1,LAMBDA-CYHALOTHRIN,1.20133,1/1/1996
MARICOPA,1996,1,MALATHION,12.18529,1/1/1996
MARICOPA,1996,1,PERMETHRIN,7.227825,1/1/1996
MARICOPA,1996,1,PYRETHRINS,7.231965,1/1/1996
MARICOPA,1996,2,ALDICARB,20.0135,2/1/1996
MARICOPA,1996,2,BENSULIDE,49.92429,2/1/1996
MARICOPA,1996,2,BIFENTHRIN,0.40859,2/1/1996
MARICOPA,1996,2,CARBOFURAN,26.24596,2/1/1996
MARICOPA,1996,2,CHLORPYRIFOS,98.564505,2/1/1996
MARICOPA,1996,2,CYPERMETHRIN,0.18291,2/1/1996
MARICOPA,1996,2,DIAZINON,5.509595,2/1/1996
MARICOPA,1996,2,DIMETHOATE,33.276295,2/1/1996
MARICOPA,1996,2,DISULFOTON,3.908775,2/1/1996
MARICOPA,1996,2,ESFENVALERATE,8.06754,2/1/1996
MARICOPA,1996,2,LAMBDA-CYHALOTHRIN,0.558415,2/1/1996
MARICOPA,1996,2,MALATHION,94.392025,2/1/1996
MARICOPA,1996,2,METHOMYL,0.290625,2/1/1996
MARICOPA,1996,2,METHYL PARATHION,23.266815,2/1/1996
MARICOPA,1996,2,PERMETHRIN,27.54232,2/1/1996
MARICOPA,1996,2,PHOSMET,54.2288125,2/1/1996
MARICOPA,1996,2,PYRETHRINS,5.93528,2/1/1996
MARICOPA,1996,2,ZETA-CYPERMETHRIN,0.09126,2/1/1996
MARICOPA,1996,3,ALDICARB,39.499875,3/1/1996
MARICOPA,1996,3,BENSULIDE,4.04443,3/1/1996
MARICOPA,1996,3,BIFENTHRIN,0.232375,3/1/1996
MARICOPA,1996,3,CARBOFURAN,21.411585,3/1/1996
MARICOPA,1996,3,CHLORPYRIFOS,39.776815,3/1/1996
MARICOPA,1996,3,DIAZINON,2.69178,3/1/1996
MARICOPA,1996,3,DIMETHOATE,29.17265,3/1/1996
MARICOPA,1996,3,DISULFOTON,78.234065,3/1/1996
MARICOPA,1996,3,ESFENVALERATE,7.722975,3/1/1996
MARICOPA,1996,3,LAMBDA-CYHALOTHRIN,1.43455,3/1/1996
MARICOPA,1996,3,MALATHION,174.895175,3/1/1996
MARICOPA,1996,3,METHAMIDOPHOS,12.63444,3/1/1996
MARICOPA,1996,3,METHYL PARATHION,17.385485,3/1/1996
MARICOPA,1996,3,NALED,12.12796,3/1/1996
MARICOPA,1996,3,PERMETHRIN,32.284155,3/1/1996
MARICOPA,1996,3,PHORATE,371.6065625,3/1/1996
MARICOPA,1996,3,PHOSMET,7.1563125,3/1/1996
MARICOPA,1996,3,PYRETHRINS,63.228945,3/1/1996
MARICOPA,1996,4,ACEPHATE,0.294125,4/1/1996
MARICOPA,1996,4,ALDICARB,40.035,4/1/1996
MARICOPA,1996,4,BIFENTHRIN,0.26143,4/1/1996
MARICOPA,1996,4,CARBARYL,79.2891875,4/1/1996
MARICOPA,1996,4,CARBOFURAN,1.248,4/1/1996
MARICOPA,1996,4,CHLORPYRIFOS,26.450125,4/1/1996
MARICOPA,1996,4,DIAZINON,2.12589,4/1/1996
MARICOPA,1996,4,DIMETHOATE,103.16735,4/1/1996
MARICOPA,1996,4,DISULFOTON,1.00932,4/1/1996
MARICOPA,1996,4,ESFENVALERATE,2.674295,4/1/1996
MARICOPA,1996,4,LAMBDA-CYHALOTHRIN,1.16077,4/1/1996
MARICOPA,1996,4,MALATHION,23.85409,4/1/1996
MARICOPA,1996,4,METHAMIDOPHOS,7.140575,4/1/1996
MARICOPA,1996,4,METHOMYL,0.5101875,4/1/1996
MARICOPA,1996,4,METHYL PARATHION,22.048,4/1/1996
MARICOPA,1996,4,PERMETHRIN,0.693355,4/1/1996
MARICOPA,1996,4,PHORATE,87.033,4/1/1996
MARICOPA,1996,4,PYRETHRINS,0.935285,4/1/1996
MARICOPA,1996,5,ACEPHATE,1.153875,5/1/1996
MARICOPA,1996,5,ALDICARB,74.64125,5/1/1996
MARICOPA,1996,5,BIFENTHRIN,1.667705,5/1/1996
MARICOPA,1996,5,CARBARYL,90,5/1/1996
MARICOPA,1996,5,CHLORPYRIFOS,122.60352,5/1/1996
MARICOPA,1996,5,CYPERMETHRIN,3.043375,5/1/1996
MARICOPA,1996,5,DIMETHOATE,24.742575,5/1/1996
MARICOPA,1996,5,DISULFOTON,0.51753,5/1/1996
MARICOPA,1996,5,ESFENVALERATE,7.498465,5/1/1996
MARICOPA,1996,5,LAMBDA-CYHALOTHRIN,3.92028,5/1/1996
MARICOPA,1996,5,MALATHION,14.08914,5/1/1996
MARICOPA,1996,5,METHAMIDOPHOS,0.13,5/1/1996
MARICOPA,1996,5,METHOMYL,15.7981425,5/1/1996
MARICOPA,1996,5,METHYL PARATHION,52.746655,5/1/1996
MARICOPA,1996,5,NALED,1.98094,5/1/1996
MARICOPA,1996,5,PERMETHRIN,18.2603975,5/1/1996
MARICOPA,1996,5,PHORATE,10,5/1/1996
MARICOPA,1996,5,PYRETHRINS,2.78707,5/1/1996
MARICOPA,1996,6,ACEPHATE,17.54575,6/1/1996
MARICOPA,1996,6,ALDICARB,181.143,6/1/1996
MARICOPA,1996,6,BIFENTHRIN,8.363355,6/1/1996
MARICOPA,1996,6,CARBARYL,33.24925,6/1/1996
MARICOPA,1996,6,CARBOFURAN,1.03285,6/1/1996
MARICOPA,1996,6,CHLORPYRIFOS,156.03653,6/1/1996
MARICOPA,1996,6,CYPERMETHRIN,0.16731,6/1/1996
MARICOPA,1996,6,DIMETHOATE,5.696015,6/1/1996
MARICOPA,1996,6,DISULFOTON,3.592225,6/1/1996
MARICOPA,1996,6,ESFENVALERATE,29.17408,6/1/1996
MARICOPA,1996,6,FENPROPATHRIN,13.989235,6/1/1996
MARICOPA,1996,6,LAMBDA-CYHALOTHRIN,3.900845,6/1/1996
MARICOPA,1996,6,METHIDATHION,2.87235,6/1/1996
MARICOPA,1996,6,METHOMYL,17.594205,6/1/1996
MARICOPA,1996,6,METHYL PARATHION,89.681865,6/1/1996
MARICOPA,1996,6,NALED,1.664,6/1/1996
MARICOPA,1996,6,OXAMYL,12.80552,6/1/1996
MARICOPA,1996,6,OXYDEMETON-METHYL,22.47453,6/1/1996
MARICOPA,1996,6,PERMETHRIN,14.78922,6/1/1996
MARICOPA,1996,6,PYRETHRINS,2.3088,6/1/1996
MARICOPA,1996,7,ACEPHATE,280.527125,7/1/1996
MARICOPA,1996,7,ALDICARB,125.23175,7/1/1996
MARICOPA,1996,7,BIFENTHRIN,2.18998,7/1/1996
MARICOPA,1996,7,CARBARYL,129.5331875,7/1/1996
MARICOPA,1996,7,CHLORPYRIFOS,640.845075,7/1/1996
MARICOPA,1996,7,CYPERMETHRIN,11.971765,7/1/1996
MARICOPA,1996,7,DIMETHOATE,34.29816,7/1/1996
MARICOPA,1996,7,ESFENVALERATE,1.008605,7/1/1996
MARICOPA,1996,7,ETHEPHON,2.02475,7/1/1996
MARICOPA,1996,7,FENPROPATHRIN,34.75953,7/1/1996
MARICOPA,1996,7,LAMBDA-CYHALOTHRIN,26.05135,7/1/1996
MARICOPA,1996,7,METHAMIDOPHOS,6.22115,7/1/1996
MARICOPA,1996,7,METHIDATHION,268.32711,7/1/1996
MARICOPA,1996,7,METHOMYL,24.92905,7/1/1996
MARICOPA,1996,7,METHYL PARATHION,130.99762,7/1/1996
MARICOPA,1996,7,NALED,1.4599,7/1/1996
MARICOPA,1996,7,OXAMYL,210.36587,7/1/1996
MARICOPA,1996,7,OXYDEMETON-METHYL,2.0293,7/1/1996
MARICOPA,1996,7,PERMETHRIN,3.594745,7/1/1996
MARICOPA,1996,7,PROFENOFOS,41.08364,7/1/1996
MARICOPA,1996,7,TRALOMETHRIN,2.600715,7/1/1996
MARICOPA,1996,7,ZETA-CYPERMETHRIN,10.589735,7/1/1996
MARICOPA,1996,8,ACEPHATE,506.3494375,8/1/1996
MARICOPA,1996,8,AZINPHOS-METHYL,3.503695,8/1/1996
MARICOPA,1996,8,BIFENTHRIN,0.93184,8/1/1996
MARICOPA,1996,8,CARBARYL,58.967625,8/1/1996
MARICOPA,1996,8,CHLORPYRIFOS,1549.35339,8/1/1996
MARICOPA,1996,8,CYPERMETHRIN,2.94372,8/1/1996
MARICOPA,1996,8,DELTAMETHRIN,4.378075,8/1/1996
MARICOPA,1996,8,DIAZINON,4.58835,8/1/1996
MARICOPA,1996,8,DIMETHOATE,15.92656,8/1/1996
MARICOPA,1996,8,ESFENVALERATE,17.671355,8/1/1996
MARICOPA,1996,8,FENPROPATHRIN,3.494855,8/1/1996
MARICOPA,1996,8,LAMBDA-CYHALOTHRIN,65.30953,8/1/1996
MARICOPA,1996,8,METHAMIDOPHOS,3.89948,8/1/1996
MARICOPA,1996,8,METHIDATHION,366.5670525,8/1/1996
MARICOPA,1996,8,METHOMYL,130.593715,8/1/1996
MARICOPA,1996,8,METHYL PARATHION,162.712095,8/1/1996
MARICOPA,1996,8,OXAMYL,262.60039,8/1/1996
MARICOPA,1996,8,PARATHION,0.530595,8/1/1996
MARICOPA,1996,8,PERMETHRIN,5.3204125,8/1/1996
MARICOPA,1996,8,PROFENOFOS,15.482675,8/1/1996
MARICOPA,1996,8,PYRETHRINS,1.367405,8/1/1996
MARICOPA,1996,8,THIODICARB,9.596795,8/1/1996
MARICOPA,1996,8,TRALOMETHRIN,10.23269,8/1/1996
MARICOPA,1996,8,TRIBUFOS,7.23736,8/1/1996
MARICOPA,1996,8,ZETA-CYPERMETHRIN,18.582135,8/1/1996
MARICOPA,1996,9,ACEPHATE,84.0415,9/1/1996
MARICOPA,1996,9,AZINPHOS-METHYL,17.814745,9/1/1996
MARICOPA,1996,9,BENSULIDE,21.57038,9/1/1996
MARICOPA,1996,9,BIFENTHRIN,2.304445,9/1/1996
MARICOPA,1996,9,CARBARYL,80.20625,9/1/1996
MARICOPA,1996,9,CHLORPYRIFOS,956.45959,9/1/1996
MARICOPA,1996,9,CYPERMETHRIN,0.794755,9/1/1996
MARICOPA,1996,9,DELTAMETHRIN,1.808235,9/1/1996
MARICOPA,1996,9,DIAZINON,9.6545875,9/1/1996
MARICOPA,1996,9,ESFENVALERATE,10.07812,9/1/1996
MARICOPA,1996,9,ETHEPHON,3.674645,9/1/1996
MARICOPA,1996,9,FENPROPATHRIN,4.3693,9/1/1996
MARICOPA,1996,9,LAMBDA-CYHALOTHRIN,13.17433,9/1/1996
MARICOPA,1996,9,MALATHION,2.31114,9/1/1996
MARICOPA,1996,9,METHAMIDOPHOS,0.52,9/1/1996
MARICOPA,1996,9,METHIDATHION,68.07357,9/1/1996
MARICOPA,1996,9,METHOMYL,29.168735,9/1/1996
MARICOPA,1996,9,METHYL PARATHION,499.421585,9/1/1996
MARICOPA,1996,9,OXAMYL,59.339215,9/1/1996
MARICOPA,1996,9,PERMETHRIN,19.98047,9/1/1996
MARICOPA,1996,9,PROFENOFOS,16.737955,9/1/1996
MARICOPA,1996,9,PYRETHRINS,10.651355,9/1/1996
MARICOPA,1996,9,THIODICARB,6.866595,9/1/1996
MARICOPA,1996,9,TRALOMETHRIN,57.46559,9/1/1996
MARICOPA,1996,9,TRIBUFOS,112.890765,9/1/1996
MARICOPA,1996,9,ZETA-CYPERMETHRIN,8.066565,9/1/1996
MARICOPA,1996,10,ACEPHATE,7.885625,10/1/1996
MARICOPA,1996,10,CARBARYL,60.566,10/1/1996
MARICOPA,1996,10,CHLORPYRIFOS,46.67703,10/1/1996
MARICOPA,1996,10,CYPERMETHRIN,0.31044,10/1/1996
MARICOPA,1996,10,DIAZINON,13.496415,10/1/1996
MARICOPA,1996,10,DIMETHOATE,2.57504,10/1/1996
MARICOPA,1996,10,ESFENVALERATE,26.11882,10/1/1996
MARICOPA,1996,10,ETHEPHON,12.503725,10/1/1996
MARICOPA,1996,10,LAMBDA-CYHALOTHRIN,3.92184,10/1/1996
MARICOPA,1996,10,MALATHION,21.40112,10/1/1996
MARICOPA,1996,10,METHAMIDOPHOS,0.65,10/1/1996
MARICOPA,1996,10,METHOMYL,31.552375,10/1/1996
MARICOPA,1996,10,METHYL PARATHION,32.34647,10/1/1996
MARICOPA,1996,10,NALED,0.277355,10/1/1996
MARICOPA,1996,10,PARATHION,2.69269,10/1/1996
MARICOPA,1996,10,PERMETHRIN,35.2718175,10/1/1996
MARICOPA,1996,10,PYRETHRINS,39.53222,10/1/1996
MARICOPA,1996,10,TEMEPHOS,1.1648,10/1/1996
MARICOPA,1996,10,THIODICARB,6.112085,10/1/1996
MARICOPA,1996,10,TRALOMETHRIN,0.38922,10/1/1996
MARICOPA,1996,10,TRIBUFOS,335.047245,10/1/1996
MARICOPA,1996,11,BENSULIDE,11.199955,11/1/1996
MARICOPA,1996,11,CYPERMETHRIN,0.22646,11/1/1996
MARICOPA,1996,11,DIAZINON,8.94132,11/1/1996
MARICOPA,1996,11,ESFENVALERATE,4.628845,11/1/1996
MARICOPA,1996,11,ETHEPHON,54.204735,11/1/1996
MARICOPA,1996,11,LAMBDA-CYHALOTHRIN,0.922805,11/1/1996
MARICOPA,1996,11,MALATHION,12.71127,11/1/1996
MARICOPA,1996,11,METHAMIDOPHOS,0.13,11/1/1996
MARICOPA,1996,11,METHOMYL,0.8841875,11/1/1996
MARICOPA,1996,11,PERMETHRIN,11.86363,11/1/1996
MARICOPA,1996,11,PYRETHRINS,12.23794,11/1/1996
MARICOPA,1996,11,TEMEPHOS,1.1648,11/1/1996
MARICOPA,1996,11,THIODICARB,2.029875,11/1/1996
MARICOPA,1996,11,TRIBUFOS,42.996525,11/1/1996
MARICOPA,1996,12,BENSULIDE,10.4,12/1/1996
MARICOPA,1996,12,CYPERMETHRIN,0.125,12/1/1996
MARICOPA,1996,12,DIAZINON,4.52125,12/1/1996
MARICOPA,1996,12,LAMBDA-CYHALOTHRIN,1.271205,12/1/1996
MARICOPA,1996,12,PYRETHRINS,3.845075,12/1/1996
MARICOPA,1996,12,TRIBUFOS,2.6208,12/1/1996
MARICOPA,1997,1,BENSULIDE,0.78,1/1/1997
MARICOPA,1997,1,ESFENVALERATE,1.18014,1/1/1997
MARICOPA,1997,1,PERMETHRIN,3.657105,1/1/1997
MARICOPA,1997,1,PYRETHRINS,0.769405,1/1/1997
MARICOPA,1997,1,THIODICARB,2.216375,1/1/1997
MARICOPA,1997,2,ACEPHATE,1,2/1/1997
MARICOPA,1997,2,BENSULIDE,5.275205,2/1/1997
MARICOPA,1997,2,CARBOFURAN,8.68166,2/1/1997
MARICOPA,1997,2,CHLORPYRIFOS,17.85732,2/1/1997
MARICOPA,1997,2,CYFLUTHRIN,3.304145,2/1/1997
MARICOPA,1997,2,CYPERMETHRIN,0.1069375,2/1/1997
MARICOPA,1997,2,DIAZINON,5.9956875,2/1/1997
MARICOPA,1997,2,DIMETHOATE,19.36519,2/1/1997
MARICOPA,1997,2,DISULFOTON,1.040585,2/1/1997
MARICOPA,1997,2,ESFENVALERATE,2.25056,2/1/1997
MARICOPA,1997,2,LAMBDA-CYHALOTHRIN,0.40391,2/1/1997
MARICOPA,1997,2,MALATHION,74.211995,2/1/1997
MARICOPA,1997,2,METHOMYL,0.3745,2/1/1997
MARICOPA,1997,2,METHYL PARATHION,7.64088,2/1/1997
MARICOPA,1997,2,PERMETHRIN,12.700585,2/1/1997
MARICOPA,1997,2,PHOSMET,2.022,2/1/1997
MARICOPA,1997,2,PYRETHRINS,9.939475,2/1/1997
MARICOPA,1997,2,THIODICARB,1.89325,2/1/1997
MARICOPA,1997,3,ALDICARB,38.7899375,3/1/1997
MARICOPA,1997,3,BENSULIDE,7.567365,3/1/1997
MARICOPA,1997,3,CARBARYL,32.281875,3/1/1997
MARICOPA,1997,3,CARBOFURAN,30.52153,3/1/1997
MARICOPA,1997,3,CHLORPYRIFOS,138.97741,3/1/1997
MARICOPA,1997,3,CYFLUTHRIN,2.681575,3/1/1997
MARICOPA,1997,3,DIAZINON,18.2623325,3/1/1997
MARICOPA,1997,3,DIMETHOATE,82.437875,3/1/1997
MARICOPA,1997,3,DISULFOTON,66.92101,3/1/1997
MARICOPA,1997,3,ESFENVALERATE,3.043625,3/1/1997
MARICOPA,1997,3,ETHEPHON,12.20362,3/1/1997
MARICOPA,1997,3,LAMBDA-CYHALOTHRIN,3.20827,3/1/1997
MARICOPA,1997,3,MALATHION,379.10509,3/1/1997
MARICOPA,1997,3,METHAMIDOPHOS,0.78,3/1/1997
MARICOPA,1997,3,METHOMYL,3.916,3/1/1997
MARICOPA,1997,3,METHYL PARATHION,63.945245,3/1/1997
MARICOPA,1997,3,NALED,4.10865,3/1/1997
MARICOPA,1997,3,PARATHION,3.30369,3/1/1997
MARICOPA,1997,3,PERMETHRIN,42.98411,3/1/1997
MARICOPA,1997,3,PHORATE,226.741,3/1/1997
MARICOPA,1997,3,PYRETHRINS,21.16478,3/1/1997
MARICOPA,1997,3,ZETA-CYPERMETHRIN,0.2496,3/1/1997
MARICOPA,1997,4,ACEPHATE,1.757,4/1/1997
MARICOPA,1997,4,CARBARYL,104.2514375,4/1/1997
MARICOPA,1997,4,CARBOFURAN,8.697845,4/1/1997
MARICOPA,1997,4,CHLORPYRIFOS,31.687565,4/1/1997
MARICOPA,1997,4,CYPERMETHRIN,2.310685,4/1/1997
MARICOPA,1997,4,DIMETHOATE,87.098895,4/1/1997
